experiment,session_code,group_id,round,sent_amount,sent_back_amount,sent_reason,sent_back_reason,reason_sent_self_payoff,reason_sent_other_payoff,reason_sent_fairness,reason_sent_trust,reason_back_self_payoff,reason_back_other_payoff,reason_back_fairness,reason_back_trust
ftrust,34lhib7s,5,6,50,100,"I chose 50 points because it has been a successful strategy in previous rounds, resulting in predictable and favorable returns.","Based on the strategy used in previous rounds, where returning 100 points has consistently resulted in fair distribution and aligns with prior decisions.",9.0,1.0,2.0,3.0,3.0,5.0,8.0,7.0
ftrust,34lhib7s,5,7,50,100,"Given the previous rounds where investing 50 points resulted in both the investor and manager benefiting, it seems reasonable to continue investing the same amount. The manager returned 100 points each round, resulting in a consistent and significant payoff.",The strategy of returning 100 points has been consistent in previous rounds and leads to a fair distribution between the manager and investor.,9.0,7.0,5.0,8.0,3.0,3.0,9.0,8.0
ftrust,34lhib7s,5,8,50,100,"In previous rounds, investing 50 points consistently resulted in a favorable return from the manager, ensuring a balanced payoff for both parties. Continuing with this strategy seems prudent.","To maintain consistency with previous rounds and ensure trust with the investor, I am choosing to return 100 points, resulting in equal payoffs for both parties.",8.0,6.0,7.0,9.0,4.0,6.0,8.0,10.0
ftrust,34lhib7s,5,9,50,100,"In previous rounds, investing 50 points has consistently resulted in a favorable outcome, with the manager returning an amount that resulted in a net gain. Therefore, I will continue with the same strategy.","To maintain consistency with previous rounds and ensure trust with the investor, I am choosing to return 100 points, resulting in equal payoffs for both parties, similar to previous decisions.",9.0,3.0,4.0,7.0,2.0,5.0,8.0,10.0
ftrust,34lhib7s,5,10,50,100,"Following the strategy used in previous rounds which consistently resulted in a high payoff, I've decided to invest 50 points again.","To maintain consistency with previous rounds and ensure trust with the investor, I am choosing to return 100 points, resulting in equal payoffs for both parties.",10.0,1.0,1.0,2.0,6.0,6.0,8.0,9.0
ftrust,7wherw0s,1,1,50,50,"I decided to invest 50 points as a balanced approach to test the manager's trustworthiness and willingness to share dividends. This way, I still retain 50 points as a reserve.","Sending 50 points back will result in an equal division of the 150 points, with each participant receiving 75 points derived from this round (100 points for the investor if including initial 50 kept). This balance promotes fairness and trust for future rounds.",7.0,5.0,7.0,8.0,6.0,6.0,9.0,8.0
ftrust,7wherw0s,1,2,60,60,"Given that the manager returned the full investment last round, indicating trustworthiness, I will increase my investment to 60 points to potentially increase my overall payoff while still maintaining a reserve of 40 points.","Sending back 60 points strengthens trust and promotes fairness, showing the investor that their increased investment is met with a fair return.",8.0,3.0,5.0,7.0,4.0,5.0,8.0,9.0
ftrust,7wherw0s,1,3,70,70,"Based on the consistent trustworthy behavior of the manager in the previous two rounds, where they returned the invested amount equally, I have decided to increase my investment to 70 points, aiming to maximize overall returns.","Returning 70 points out of 210 keeps the dividends consistent with the investment amount, promoting trust and maintaining fairness. This decision aligns with the previously established pattern of fair play.",8.0,4.0,5.0,9.0,4.0,5.0,9.0,8.0
ftrust,7wherw0s,1,4,80,80,"Based on the consistent trustworthy behavior of the manager in the previous three rounds, where they returned the invested amount equally, I decided to invest 80 points aiming to further maximize overall returns.",Sending back 80 points to the investor promotes fairness and might encourage further investments in future rounds.,8.0,5.0,6.0,9.0,5.0,7.0,8.0,8.0
ftrust,7wherw0s,1,5,90,90,"Based on the manager's consistent trustworthy behavior over the previous rounds, where they returned the invested amount equally, I aim to maximize overall returns further by investing a larger portion of my endowment.","To maintain trust and fairness, I choose to send back the equivalent amount the investor invested, ensuring both parties benefit equally.",9.0,6.0,7.0,10.0,3.0,8.0,10.0,10.0
ftrust,7wherw0s,1,6,100,100,"The manager has consistently returned the invested amount equally across all previous rounds, indicating a high level of trustworthiness. To maximize overall returns, I decided to invest the entire amount of 100 points.",Maintaining trust and fairness with the investor has been a consistent strategy. Returning an amount equal to the initial investment (considering the investor's previous consistent investments) helps ensure both parties benefit equally.,9.0,4.0,5.0,8.0,5.0,7.0,9.0,9.0
ftrust,7wherw0s,1,7,100,100,"Based on the consistent trustworthy behavior of the manager in the previous six rounds, where they returned the invested amount equally, aiming to maximize overall returns.","To maintain trust and fairness, ensuring that both parties continue to benefit equally.",6.0,6.0,8.0,9.0,3.0,3.0,9.0,8.0
ftrust,7wherw0s,1,8,100,100,"The manager has consistently returned the full amount invested in all previous rounds. Based on this trustworthy behavior and to maximize returns, I decided to invest the full 100 points.","To maintain trust and fairness by ensuring both parties benefit equally, as in the previous rounds.",8.0,4.0,6.0,9.0,5.0,7.0,10.0,9.0
ftrust,7wherw0s,1,9,100,100,"Based on the consistent trustworthy behavior of the manager in the previous eight rounds, where they returned the invested amount equally, aiming to maximize overall returns.","I have consistently returned an amount equal to the investor's initial investment to maintain trust and fairness. This strategy has encouraged the investor to continue investing in subsequent rounds, benefiting both parties equally.",6.0,6.0,7.0,9.0,6.0,6.0,9.0,9.0
ftrust,7wherw0s,1,10,100,100,To build on the strategy of investing fully in the previous rounds and to maximize potential returns in the final round.,Maintaining fairness and trust throughout the experiment ensures both participants benefit equally and ends the experiment on a positive note.,9.0,2.0,3.0,3.0,3.0,6.0,10.0,9.0
ftrust,7wherw0s,2,1,70,105,"I want to invest a significant amount of points to ensure a good return by the manager, but I also want to hold back some points to mitigate risk.",Returning approximately half the tripled investment to maintain a fair balance between the manager's and investor's earnings.,9.0,4.0,5.0,7.0,5.0,5.0,10.0,8.0
ftrust,7wherw0s,2,2,60,90,"Based on the positive outcome of the previous round, I want to maintain a high level of trust and cooperation but hedge slightly to observe the manager's behavior.","Maintaining a fair balance, returning half of the tripled investment provides a win-win situation.",7.0,5.0,6.0,9.0,7.0,7.0,10.0,8.0
ftrust,7wherw0s,2,3,70,105,"Based on previous rounds, investing 70 points has yielded a high return from the manager, indicating trust and cooperation.","To maintain a fair balance between my earnings as a manager and the investor's earnings, similar to my previous decision.",7.0,7.0,5.0,8.0,7.0,7.0,9.0,8.0
ftrust,7wherw0s,2,4,70,105,"Consistent with previous rounds, investing 70 points has provided a reliable return from the manager, indicating continued trust and cooperation.","I have consistently chosen to return half of the tripled investment amount to the investor, promoting mutual gain and trust.",7.0,2.0,3.0,9.0,6.0,6.0,9.0,9.0
ftrust,7wherw0s,2,5,70,105,"Investing 70 points has consistently yielded high returns from the manager, indicating trust and cooperation. To maintain the established pattern and maximize returns, continuing to invest 70 points is a strategic choice.","In previous rounds, I have usually sent back 50% of the tripled amount. This maintains a balance of earnings and keeps the investor incentivized.",9.0,3.0,4.0,8.0,6.0,5.0,8.0,7.0
ftrust,7wherw0s,2,6,70,105,"Based on previous rounds, investing 70 points has yielded a high return from the manager, indicating trust and cooperation.","In previous rounds, returning 105 points as a dividend has led to a balanced distribution of points, fostering trust and consistent investment from the investor. Therefore, I will continue with the same strategy.",7.0,6.0,6.0,9.0,6.0,6.0,8.0,9.0
ftrust,7wherw0s,2,7,70,105,"In previous rounds, investing 70 points has consistently yielded favorable returns. This strategy maximizes potential points while maintaining a balance of risk.","In previous rounds, I chose to return half of the tripled amount invested by the investor as a dividend. This strategy has maintained trust and seemed beneficial for both the investor and myself. Thus, I will continue with this approach.",10.0,1.0,1.0,1.0,8.0,7.0,8.0,9.0
ftrust,7wherw0s,2,8,70,105,"Consistently choosing 70 points has yielded a satisfactory payoff for both the investor and the manager in previous rounds. Therefore, continuing this strategy seems prudent.","I have consistently returned 105 points in previous rounds to maintain a balanced payoff between myself and the investor, encouraging trust and cooperation.",8.0,7.0,6.0,5.0,6.0,7.0,8.0,9.0
ftrust,7wherw0s,2,9,70,105,"In previous rounds, an investment of 70 points yielded consistent returns and a balanced payoff for both the investor and the manager. Maintaining this strategy seems optimal to ensure both parties benefit adequately.","In previous rounds, returning 105 points has maintained a consistent payoff structure for both the manager and investor, fostering trust and ensuring balanced earnings.",8.0,7.0,9.0,8.0,7.0,7.0,8.0,9.0
ftrust,7wherw0s,2,10,70,105,"Investing 70 points has consistently yielded a good return across previous rounds, maintaining a balance between risk and reward.","In the previous rounds, I chose to return 105 points consistently as this balanced my payoff and kept the investor's trust, encouraging them to invest a stable amount each round.",9.0,3.0,5.0,4.0,7.0,6.0,8.0,9.0
ftrust,7wherw0s,3,1,50,75,I chose to invest 50 points as a balanced approach to sharing risk and potential profit between the investor and the manager. This amount provides the manager with an ample investment while reserving some points to mitigate potential losses.,"To maintain fairness and ensure continued investment, I decided to send back 75 points, which is half of the tripled amount, giving the investor a reasonable return while retaining some points for the manager.",7.0,6.0,8.0,7.0,6.0,7.0,10.0,8.0
ftrust,7wherw0s,3,2,50,75,"Based on the outcome of round 1, where the manager responded favorably by returning 75 points, maintaining the same investment of 50 points seems strategic. This balanced approach allows for sharing risk and potential profits between both parties.","I decided to send back 75 points to maintain fairness and ensure continued investment, giving the investor a reasonable return while retaining some points for myself.",7.0,6.0,8.0,7.0,6.0,7.0,9.0,8.0
ftrust,7wherw0s,3,3,50,75,"Investing 50 points has proven beneficial in the previous rounds, balancing risk and reward as it allows the manager to have adequate capital while safeguarding my remaining points.","I chose to send back 75 points for fairness to ensure continued investment, giving the investor a reasonable return while retaining some points for myself.",8.0,3.0,6.0,5.0,6.0,6.0,9.0,8.0
ftrust,7wherw0s,3,4,50,75,"Investing 50 points has proven beneficial in the previous rounds, balancing risk and reward as it allows the manager to have adequate capital while safeguarding my remaining points.","I have consistently chosen to return 75 points in previous rounds, which results in a fair distribution of points between the investor and me. This strategy seems to be working well and fosters trust.",8.0,3.0,5.0,4.0,7.0,5.0,8.0,9.0
ftrust,7wherw0s,3,5,50,75,"Investing 50 points has proven beneficial in the previous rounds, balancing risk and reward as it allows the manager to have adequate capital while safeguarding my remaining points.",I have consistently returned 75 points each round to maintain trust and ensure a fair payoff for both parties. This approach has been working well so far.,8.0,5.0,5.0,6.0,7.0,6.0,8.0,9.0
ftrust,7wherw0s,3,6,50,75,"Investing 50 points has been consistent throughout the previous rounds and has yielded a reliable return of 75 points, increasing my overall points.","To maintain consistency and fairness, as in previous rounds, 75 points out of 150 (half of the tripled amount) are sent back to the investor. This strategy has proven beneficial for both parties so far.",9.0,1.0,2.0,4.0,7.0,7.0,9.0,8.0
ftrust,7wherw0s,3,7,50,75,Consistency and trust with the manager have yielded favorable returns of 75 points in previous rounds.,"Maintaining a consistent and balanced strategy of returning half of the tripled amount, ensuring fairness and trust between manager and investor.",8.0,3.0,5.0,9.0,4.0,4.0,10.0,9.0
ftrust,7wherw0s,3,8,50,75,"Based on the previous rounds, investing 50 points has consistently provided a good return of 75 points from the manager, resulting in a net gain for me.","Maintaining consistency in decision-making has proven beneficial for both manager and investor, as seen from previous rounds.",10.0,2.0,3.0,6.0,6.0,7.0,6.0,8.0
ftrust,7wherw0s,3,9,50,75,"In previous rounds, investing 50 points has resulted in a consistent return of 75 points from the manager, leading to a total payoff of 125 points each round. Therefore, I chose to invest 50 points again.","Maintaining consistency with the previous rounds, where the manager has always sent back 75 points. This strategy has worked well so far.",9.0,3.0,5.0,7.0,7.0,4.0,6.0,8.0
ftrust,7wherw0s,3,10,50,75,"Throughout the experiment, I have consistently chosen to invest 50 points each round, and the results have been favorable.",The consistent strategy of returning 75 points per round has built mutual trust and stability with the investor. Maintaining this strategy in the final round ensures fairness and reinforces this trust.,8.0,3.0,4.0,6.0,5.0,5.0,8.0,9.0
ftrust,7wherw0s,4,1,50,75,"As an investor, I will send 50 points to the manager to balance risk and potential return. The manager may reciprocally send back dividends, resulting in a potentially profitable outcome.","Since the investor invested 50 points, which were tripled to 150 points, I decided to send back half of the tripled investment (75 points) to maintain a balanced approach and foster trust for future rounds.",8.0,6.0,7.0,7.0,4.0,6.0,9.0,8.0
ftrust,7wherw0s,4,2,50,75,"In round 1, investing 50 points resulted in a favorable payoff. Repeating the same investment strategy may yield similar or better results.","Returning 75 points balances trust-building and fair play, the same strategy used in round 1.",10.0,1.0,3.0,2.0,5.0,5.0,8.0,8.0
ftrust,7wherw0s,4,3,50,75,"Based on previous rounds, investing 50 points has proven to be a successful strategy. The manager has consistently returned 75 points, which resulted in favorable payoffs for me.",I decided to return 75 points to maintain a balanced approach consistent with previous rounds to build and maintain trust.,9.0,4.0,5.0,7.0,4.0,6.0,8.0,10.0
ftrust,7wherw0s,4,4,50,75,"In the past three rounds, investing 50 points has proven to be beneficial, yielding a reliable return. Continuing this strategy may help in maintaining consistent returns.",Maintained consistency with previous rounds to build and maintain trust.,9.0,2.0,2.0,4.0,4.0,3.0,3.0,10.0
ftrust,7wherw0s,4,5,50,75,The prior rounds have demonstrated a consistent return with this investment strategy. Investing 50 points has resulted in a favorable payoff for both the investor and manager.,To maintain a balanced approach consistent with previous rounds to build and maintain trust.,8.0,7.0,6.0,7.0,3.0,3.0,7.0,10.0
ftrust,7wherw0s,4,6,50,75,"Investing 50 points per round has consistently yielded favorable results. The manager has returned 75 points in each of the previous rounds, resulting in a steady increase in my total points.","Maintaining the balanced approach I have used in previous rounds, returning half of the tripled investment to build and maintain trust with the investor.",9.0,3.0,4.0,7.0,6.0,6.0,8.0,10.0
ftrust,7wherw0s,4,7,50,75,Following the same successful strategy as previous rounds which has yielded favorable returns.,I decided to return 75 points to maintain a balanced approach consistent with previous rounds to build and maintain trust.,9.0,1.0,2.0,3.0,2.0,4.0,7.0,10.0
ftrust,7wherw0s,4,8,50,75,I chose to invest 50 points following the same successful strategy of previous rounds which has yielded favorable returns.,To maintain a balanced approach consistent with previous rounds to build and maintain trust.,9.0,2.0,3.0,5.0,3.0,3.0,8.0,10.0
ftrust,7wherw0s,4,9,50,75,I chose to invest 50 points following the same successful strategy of previous rounds which has yielded favorable returns.,To maintain a balanced approach consistent with previous rounds to build and maintain trust.,10.0,1.0,2.0,3.0,5.0,5.0,8.0,10.0
ftrust,7wherw0s,4,10,50,75,"I will follow the same successful strategy of previous rounds, investing 50 points, which has consistently yielded favorable returns.",To maintain a balanced approach consistent with previous rounds to build and maintain trust.,10.0,1.0,2.0,3.0,4.0,4.0,6.0,10.0
ftrust,7wherw0s,5,1,50,75,"Choosing to invest 50 points balances risk and potential return, replicating the strategy demonstrated in the example.",I chose to send back 75 points to ensure a beneficial relationship with the investor while retaining a fair share of the multiplied investment.,7.0,2.0,4.0,3.0,8.0,6.0,7.0,8.0
ftrust,7wherw0s,5,2,50,75,"Following the successful strategy from round 1 where investing 50 points led to a positive return, I will continue with this balanced approach to manage risk and potential return.","To ensure a consistent beneficial relationship with the investor while retaining a fair share of the multiplied investment, I chose to send back 75 points, the same amount I sent back in the previous round.",8.0,2.0,5.0,3.0,7.0,6.0,8.0,9.0
ftrust,7wherw0s,5,3,50,75,"Following the successful strategies of previous rounds, where investing 50 points resulted in a positive return, it balances risk and potential return effectively.","To maintain a beneficial relationship with the investor while retaining a fair share of the multiplied investment, consistent with previous rounds.",8.0,2.0,4.0,3.0,7.0,6.0,8.0,9.0
ftrust,7wherw0s,5,4,50,75,Following consistency of previous successful strategies and balancing risk and potential return.,I want to maintain the same strategy as in previous rounds to ensure a beneficial relationship with the investor while retaining a fair share of the multiplied investment.,8.0,2.0,3.0,5.0,7.0,5.0,8.0,9.0
ftrust,7wherw0s,5,5,50,75,"Investing 50 points has consistently led to a good return of 75 points from the manager in the previous rounds, balancing risk and potential return effectively.",To maintain a consistent investment strategy that ensures a beneficial relationship with the investor while retaining a fair share of the multiplied investment.,8.0,2.0,3.0,7.0,7.0,6.0,8.0,7.0
ftrust,7wherw0s,5,6,50,75,"In previous rounds, investing 50 points has consistently led to a positive return. This strategy balances risk and potential return effectively.","For consistency, I have chosen to send back 75 points to the investor, as that is what has been done in all prior rounds and it maintains a fair distribution of payoffs.",9.0,1.0,3.0,4.0,4.0,6.0,8.0,7.0
ftrust,7wherw0s,5,7,50,75,I chose to invest 50 points in round 7 to maintain the ongoing strategy of investing 50 points per round as it has demonstrated consistent positive returns.,"In previous rounds, the consistent strategy has been sending back 75 points to the investor, ensuring a fair balance between the manager's and investor's payoffs.",8.0,2.0,5.0,6.0,6.0,7.0,10.0,8.0
ftrust,7wherw0s,5,8,50,75,I chose to invest 50 points in this round to maintain the ongoing strategy of investing 50 points per round as it has demonstrated consistent positive returns.,Sending back 75 points ensures a fair split and follows the same pattern as previous rounds for consistency.,9.0,3.0,4.0,5.0,3.0,3.0,9.0,8.0
ftrust,7wherw0s,5,9,50,75,Maintenance of a consistent strategy of investing 50 points per round has yielded positive returns in previous rounds.,"In previous rounds, the manager has consistently sent back 75 points from the multiplied points, balancing the payoff between the manager and the investor. Continuing this consistent strategy should sustain trust and ensure a balanced outcome.",9.0,1.0,3.0,4.0,6.0,6.0,8.0,9.0
ftrust,7wherw0s,5,10,50,75,"Investing 50 points has consistently yielded positive returns in previous rounds. This strategy has proven reliable, allowing both the investor and manager to profit.","The past rounds have shown a consistent strategy of sending back 75 points, which maintains a fair share and maximizes trust.",8.0,7.0,6.0,6.0,5.0,5.0,9.0,9.0
ftrust,8gybpihg,1,1,50,50,Investing half of the endowment points provides a balanced approach between risk and potential reward.,"Returning 50 points ensures that both the manager and the investor end up with an equal amount of 100 points each, fostering trust and cooperation for future rounds.",7.0,3.0,6.0,5.0,6.0,6.0,10.0,10.0
ftrust,8gybpihg,1,2,50,50,"In the previous round, I chose to invest 50 points, which resulted in a balanced payoff for both the investor and the manager. I am continuing this approach to maintain a fair and consistent strategy.","Returning 50 points to the investor, as done in the previous round, maintains trust and cooperation. It ensures both the manager and the investor end up with 100 points each, fostering a positive dynamic for future rounds.",5.0,5.0,10.0,7.0,6.0,6.0,8.0,9.0
ftrust,8gybpihg,1,3,50,50,"In the previous rounds, investing 50 points resulted in a consistent return of 100 points, which seems to be a fair and balanced strategy.","Returning the same amount as previous rounds (50 points) helps maintain trust and cooperation with the investor. This ensures both the manager and investor earn 100 points in this round, continuing the pattern established in previous rounds and aiming for consistent overall gain.",7.0,2.0,8.0,5.0,7.0,7.0,8.0,10.0
ftrust,8gybpihg,1,4,50,50,"Continuing the strategy of investing 50 points in each round has resulted in equal payoffs for both investor and manager, maintaining a balanced outcome.","Returning 50 points has been a strategy that maintains trust and cooperation, ensuring equitable points distribution between the manager and the investor in previous rounds.",6.0,6.0,9.0,7.0,4.0,6.0,8.0,9.0
ftrust,8gybpihg,1,5,50,50,"Based on the results of the previous four rounds, maintaining a consistent investment of 50 points has proven to be beneficial for both myself as the investor and the manager. This strategy has resulted in sustained trust and fair returns, with both parties ending each round with 100 points.","Continuing to send back 50 points maintains the established trust and cooperation between me (the manager) and the investor. This approach has proven to ensure both parties end the round with 100 points each, leading to sustained mutual benefit.",8.0,8.0,9.0,10.0,7.0,7.0,8.0,10.0
ftrust,8gybpihg,1,6,50,50,"In previous rounds, investing 50 points has resulted in a balanced and fair return of 100 points for both the investor and manager. Given the consistency of the manager in returning 50 points each round, continuing with an investment of 50 points seems like a strategic and optimal choice.","Returning 50 points maintains trust and cooperation with the investor, ensuring a balanced distribution consistent with previous rounds.",9.0,7.0,8.0,9.0,6.0,6.0,8.0,9.0
ftrust,8gybpihg,1,7,50,50,"In previous rounds, investing 50 points has resulted in a balanced payoff for both the investor and the manager. This strategy has proven effective and will likely maintain trust and mutual benefit.","Maintaining consistency and trust with the investor has proven successful in prior rounds, leading to mutual benefit. Returning 50 points again ensures trust and maintains cooperation.",7.0,6.0,8.0,9.0,6.0,6.0,7.0,10.0
ftrust,8gybpihg,1,8,50,50,"In previous rounds, an investment of 50 points resulted in a balanced payoff for both the investor and manager. To maintain consistency and trust, I decided to invest 50 points again.",Returning 50 points has been the consistent strategy in previous rounds to maintain trust and cooperation with the investor.,6.0,6.0,8.0,9.0,5.0,5.0,8.0,10.0
ftrust,8gybpihg,1,9,50,50,"I have consistently invested 50 points in each of the previous rounds, and this strategy has led to balanced payoffs for both the investor and manager.","To maintain trust and cooperation, returning 50 points follows the pattern established in the previous rounds, ensuring equitable outcomes.",7.0,6.0,8.0,7.0,3.0,6.0,9.0,10.0
ftrust,8gybpihg,1,10,50,50,"In previous rounds, the strategy of investing 50 points has led to an equal share of payoffs between the investor and the manager. To maintain consistency and fairness, I chose to invest 50 points again.","To maintain trust and reciprocity, in line with decisions made in previous rounds.",7.0,6.0,9.0,8.0,3.0,4.0,5.0,10.0
ftrust,8gybpihg,2,1,50,100,I believe that investing half of my points (50 out of 100) will allow me to test the manager's willingness to return a fair dividend while also mitigating risk.,"Since the manager received 150 points from the investor's investment and the initial investment was 50 points, returning 100 points as a dividend keeps an equitable balance between both parties, ensuring trust for future rounds.",7.0,4.0,7.0,8.0,5.0,5.0,9.0,8.0
ftrust,8gybpihg,2,2,75,150,"The manager demonstrated a fair distribution of dividends in the first round. By investing 75 points, I am taking a calculated risk to potentially maximize my returns while still testing the manager's consistency in fair returns.","Returning 150 points out of 225 points ensures that trust is maintained for future investments, which is pivotal for the experiment. The manager keeps 75 points, sustaining an equitable approach while also benefiting from the investment.",8.0,4.0,8.0,7.0,6.0,5.0,8.0,9.0
ftrust,8gybpihg,2,3,50,100,"In previous rounds, investing 50 points served as a good test of the manager's willingness to return a fair dividend. Repeating this amount allows me to further assess the manager's consistency and reliability.","Returning 100 points keeps a balance in maximizing trust and returns. It has worked well in previous rounds, ensuring the investor continues to invest significantly.",4.0,3.0,7.0,9.0,7.0,5.0,6.0,8.0
ftrust,8gybpihg,2,4,75,150,"In the previous rounds, the manager demonstrated fair and consistent dividend returns. I want to invest 75 points to balance the risk and reward, potentially maximizing my returns while further testing the manager's reliability.","Sending back 150 points ensures a fair payoff, with both the manager and investor ending the round with 75 points each.",8.0,3.0,6.0,7.0,5.0,5.0,10.0,7.0
ftrust,8gybpihg,2,5,75,150,The manager has shown fair and consistent behavior in returning dividends in previous rounds. Investing 75 points aims to balance risk and potential reward.,"Returning 150 points keeps the manager's behavior consistent with previous rounds, promoting trust and ensuring both participants have a fair payoff. This will result in a payoff of 75 points for the manager and 175 points for the investor.",7.0,3.0,8.0,8.0,5.0,6.0,7.0,9.0
ftrust,8gybpihg,2,6,75,150,"In previous rounds, the manager has consistently demonstrated fair and balanced dividend returns. Investing 75 points aims to continue balancing risk and potential reward.","In previous rounds, returning 150 points has established a pattern where both parties gain steadily, building trust and cooperation. Maintaining this strategy should ensure continued mutual benefit.",7.0,4.0,8.0,9.0,7.0,7.0,8.0,9.0
ftrust,8gybpihg,2,7,75,150,"The manager has consistently returned fair dividends in the past rounds. Investing 75 points aims to balance risks and potential rewards, expecting continued fair returns.",Returning 150 points maintains a consistent strategy that has been applied in previous rounds where the manager returns a significant portion of the tripled amount to the investor. This helps in building trust and maximizing the investor's investment in future rounds.,8.0,2.0,8.0,7.0,4.0,6.0,7.0,9.0
ftrust,8gybpihg,2,8,75,150,"The manager has consistently returned fair dividends for each round's investment of 75 points. By continuing to invest 75 points, I am balancing risk and potential reward based on the manager's demonstrated behavior.","In previous rounds where the investor invested 75 points, the manager always decided to return 150 points as a dividend. Continuing this strategy strikes a balance between the manager's need to earn points and the investor's need to trust the manager's decision.",8.0,3.0,6.0,7.0,7.0,6.0,8.0,9.0
ftrust,8gybpihg,2,9,75,150,"I have consistently invested 75 points in the later rounds which has resulted in a consistent return of 150 points back. To maximize my points, I will continue with this strategy.","In previous rounds, I have consistently returned 150 points when the investor invested 75 points, which balanced a fair return while retaining some profit for myself as the manager.",10.0,1.0,2.0,4.0,6.0,7.0,8.0,7.0
ftrust,8gybpihg,2,10,75,150,Investing 75 points has consistently provided a good return for both me and the manager in previous rounds.,"In previous rounds, I have consistently returned 150 points when the investor invested 75 points, which balanced a fair return while retaining some profit for myself as the manager.",8.0,7.0,6.0,7.0,7.0,6.0,9.0,8.0
ftrust,8gybpihg,3,1,50,75,Investing 50 points is a balanced approach: it allows for a potential return while limiting risk if the manager does not send back a large dividend.,"To foster trust and cooperation with the investor, it is a good strategy to return a fair amount of the tripled investment. Sending back 75 points (half of the 150 points received) reflects a balanced approach and might encourage the investor to invest more in future rounds.",7.0,3.0,6.0,5.0,5.0,7.0,9.0,10.0
ftrust,8gybpihg,3,2,50,75,"Maintaining a balanced investment strategy, similar to the previous round, allows for a potential return while managing the risk.","To foster trust and cooperation with the investor, it is a good strategy to return a fair amount of the tripled investment. Sending back 75 points (half of the 150 points received) reflects a balanced approach and might encourage the investor to invest more in future rounds.",8.0,2.0,5.0,5.0,5.0,6.0,8.0,10.0
ftrust,8gybpihg,3,3,50,75,"In previous rounds, investing 50 points led to favorable outcomes for both the investor and manager. This approach maintains a balanced strategy.",Returning 75 points as a dividend continues the strategy of fostering trust and cooperation with the investor by sending back half of the tripled investment. This balanced approach might encourage the investor to invest more in the remaining rounds.,8.0,7.0,8.0,7.0,7.0,6.0,8.0,10.0
ftrust,8gybpihg,3,4,50,75,"Following the previously chosen balanced strategy, the investor invested 50 points in each of the previous rounds which seemed to yield favorable and consistent returns.",Consistently returning 75 points (half of the tripled investment) fosters trust and cooperation with the investor. This balanced approach encourages future investments.,9.0,3.0,6.0,7.0,6.0,6.0,8.0,10.0
ftrust,8gybpihg,3,5,50,75,"Maintaining the balanced strategy observed in previous rounds, where investing 50 points has consistently resulted in a high return for both the investor and the manager.","Returning 75 points as in previous rounds maintains trust and ensures a fair distribution of points, encouraging the investor to keep investing.",8.0,7.0,8.0,9.0,6.0,6.0,8.0,9.0
ftrust,8gybpihg,3,6,50,75,"I chose 50 points, maintaining the balanced strategy observed in previous rounds where investing 50 points has consistently resulted in a high return for both the investor and the manager.","To maintain consistency with previous rounds and ensure a mutual benefit, sending back 75 points keeps trust and stable dividends.",8.0,8.0,7.0,6.0,5.0,7.0,8.0,9.0
ftrust,8gybpihg,3,7,50,75,"Maintaining the balanced strategy observed in previous rounds, where investing 50 points has consistently resulted in a high return for both the investor and the manager.","Maintaining consistency in returning 75 points, which has worked well in previous rounds.",8.0,7.0,6.0,6.0,7.0,3.0,6.0,8.0
ftrust,8gybpihg,3,8,50,75,Maintaining the balanced strategy observed in previous rounds for consistency and high returns for both the investor and the manager.,Maintaining consistency with previous rounds where an equal amount was returned to build trust and ensure a fair payoff for both players.,7.0,7.0,8.0,8.0,5.0,6.0,9.0,10.0
ftrust,8gybpihg,3,9,50,75,"Maintaining the same balanced strategy observed in previous rounds has consistently resulted in high returns for both the investor and the manager. Therefore, I will invest 50 points again.","To maintain consistency with previous rounds and ensure a fair return for the investor, sending back 75 points maintains trust and fairness in the transaction. This strategy has worked well so far, keeping a balanced payoff for both parties.",8.0,7.0,8.0,7.0,6.0,7.0,9.0,9.0
ftrust,8gybpihg,3,10,50,75,"Maintaining a consistent strategy that has proven to be highly effective in previous rounds, investing 50 points balances risk and returns for both the investor and the manager.","In previous rounds, the manager consistently sent back 75 points to the investor. This consistency may foster trust, potentially increasing investment size in all rounds. Thus, maintaining this strategy in the final round seems optimal.",8.0,6.0,7.0,8.0,6.0,4.0,5.0,8.0
ftrust,8gybpihg,4,1,50,50,Investing 50 points allows for a balanced approach to observe the manager's behavior while still retaining some initial endowment points.,"Returning an equal amount ensures a fair division where both the manager and the investor end up with the same points, promoting trust and fairness in future rounds.",6.0,4.0,7.0,5.0,4.0,6.0,10.0,9.0
ftrust,8gybpihg,4,2,50,50,"In the first round, investing 50 points led to a fair outcome where both parties earned 100 points. I will maintain the same strategy in this round to observe if this leads to consistent results.","Returning an equal amount ensures a fair division where both the manager and the investor end up with the same points, promoting trust and fairness in future rounds.",6.0,5.0,8.0,7.0,2.0,4.0,10.0,8.0
ftrust,8gybpihg,4,3,50,50,"In the first two rounds, I chose to invest 50 points and the manager returned 50 points. This resulted in a balanced outcome where both the manager and I earned 100 points each round. Maintaining this strategy provides consistent returns.","I chose to send back 50 points because it is consistent with the previous rounds where both the manager and investor ended up with an equal number of points, which encourages trust and fairness between both participants.",8.0,7.0,8.0,7.0,5.0,5.0,8.0,9.0
